term,count,num_files
van,20,7
*,20,6
stereotyp,20,6
san,20,6
(descript,20,4
roundup,20,3
ojibw,20,2
~,20,2
saver,20,2
**payne**:,20,1
**matt:**,20,1
r.meta,20,1
done.,19,18
"which,",19,18
deeper,19,18
canada,19,18
not.,19,17
night.,19,17
shown,19,17
formal,19,17
wake,19,17
see.,19,17
wrong,19,17
layer,19,17
fundament,19,17
pleas,19,17
shoulder,19,16
"be,",19,16
"trees,",19,16
thin,19,16
fast,19,16
virtual,19,15
conclus,19,15
else.,19,15
"tall,",19,15
pour,19,15
education.,19,15
vital,19,14
california,19,14
aim,19,14
shed,19,14
swing,19,14
broken,19,14
fifteen,19,14
"fields,",19,14
foster,19,14
contemporari,19,14
network,19,14
monitor,19,13
independ,19,13
"business,",19,13
domest,19,13
then.,19,13
settler,19,13
confin,19,13
bone,19,13
century.,19,13
stone,19,13
blood,19,13
stress,19,13
nebraska,19,12
character,19,12
rode,19,12
talent,19,12
loos,19,12
hook,19,12
disrupt,19,12
refug,19,12
administr,19,12
"saying,",19,12
"anyway,",19,12
vehicl,19,12
grade,19,11
execut,19,11
"2015,",19,11
pocket,19,11
bucket,19,11
assign,19,11
agenc,19,11
cooper,19,10
hunter,19,10
cell,19,10
trend,19,10
concert,19,10
grassroot,19,9
german,19,8
poweshiek,19,8
clinic,19,7
french,19,7
psycholog,19,7
invent,19,6
la,19,6
downstream,19,5
chris,19,5
garbag,19,4
grandfath,19,4
harper,19,3
adrienn,19,1
warner’,19,1
**sarah:**,19,1
edit,18,18
opposit,18,18
thrive,18,17
unusu,18,17
sharp,18,17
notion,18,17
this.,18,16
"off,",18,16
nine,18,16
knock,18,16
troubl,18,16
aren’t,18,16
broke,18,15
strang,18,15
"environment,",18,15
request,18,15
e.,18,15
plants.,18,15
200,18,15
overal,18,15
dive,18,15
"before,",18,15
shade,18,15
greet,18,15
"side,",18,15
doubl,18,15
weigh,18,14
pool,18,14
hand.,18,14
neck,18,14
techniqu,18,14
destroy,18,14
confirm,18,14
children.,18,14
"mind,",18,14
thus,18,14
mount,18,14
therefor,18,14
outdoor,18,14
“mi,18,14
wipe,18,14
*the,18,14
anyway.,18,13
"right,",18,13
"garden,",18,13
media,18,13
fellow,18,13
buri,18,13
fed,18,13
statement,18,13
rear,18,13
survey,18,12
item,18,12
yield,18,12
"teacher,",18,12
"missouri,",18,12
sunday,18,12
nod,18,12
behavior,18,12
pain,18,11
stuck,18,11
summer.,18,11
william,18,11
porch,18,10
hall,18,10
commiss,18,10
flock,18,10
cream,18,10
smith,18,9
guitar,18,9
students.,18,9
extract,18,9
ohio,18,9
manur,18,9
tax,18,9
licens,18,9
"dogs,",18,9
nurtur,18,9
till,18,9
paul,18,8
villag,18,8
"bison,",18,8
perenni,18,8
phase,18,7
clark,18,6
rice,18,6
greas,18,4
refuge,18,3
maharishi,18,3
\*,18,2
**tu:**,18,1
otherwis,17,17
so.,17,17
"story,",17,17
25,17,17
places.,17,16
offici,17,16
"system,",17,16
quot,17,16
"season,",17,16
"still,",17,16
creation,17,16
"i,",17,16
neither,17,16
"are,",17,16
"age,",17,16
{{<,17,16
>}},17,16
"style=""text-align:",17,16
static,17,16
assum,17,15
somehow,17,15
sweet,17,15
"fall,",17,15
joy,17,15
"gone,",17,15
around.,17,15
admir,17,15
"buildings,",17,15
compel,17,15
bunch,17,15
"open,",17,15
"students,",17,15
"moment,",17,15
60,17,15
chose,17,15
prior,17,14
greatest,17,14
difference.,17,14
sought,17,14
fifti,17,14
insight,17,14
endur,17,14
"areas,",17,14
septemb,17,14
12,17,14
distant,17,14
rose,17,13
"eyes,",17,13
date,17,13
invas,17,13
file,17,13
burst,17,13
america’,17,13
faster,17,13
economy.,17,13
januari,17,13
settlement,17,13
understood,17,13
fruit,17,13
"while,",17,13
string,17,13
tough,17,13
soul,17,13
anybodi,17,12
februari,17,12
"job,",17,12
michael,17,12
"center,",17,12
regardless,17,12
navig,17,12
left.,17,12
phrase,17,12
bless,17,12
"beautiful,",17,12
workshop,17,12
crowd,17,12
treatment,17,12
predict,17,12
terribl,17,12
6,17,12
"education,",17,12
anticip,17,12
acquir,17,12
"thought,",17,12
bake,17,12
oldest,17,12
stock,17,11
somebodi,17,11
modest,17,11
narrat,17,11
"production,",17,11
websit,17,11
absorb,17,11
scrap,17,11
freedom,17,11
"moines,",17,11
"barn,",17,11
potato,17,11
"health,",17,11
spiritu,17,10
emma,17,10
"died,",17,10
vocal,17,10
backyard,17,10
gonna,17,10
instrument,17,10
cornfield,17,9
capit,17,9
matur,17,9
“they,17,9
nurs,17,8
cousin,17,8
residenti,17,8
don,17,8
we'v,17,7
*i,17,7
disabl,17,7
lee,17,6
quilt,17,6
mutel,17,4
renov,17,4
[cornel,17,4
"fairfield,",17,4
####,17,3
queer,17,2
theatre.,17,2
prestag,17,1
right.,16,16
over.,16,16
changed.,16,15
"money,",16,15
countless,16,15
alongsid,16,15
trace,16,15
"for,",16,15
"itself,",16,15
"months,",16,15
"no,",16,14
(which,16,14
"enough,",16,14
dens,16,14
river.,16,14
contrast,16,14
"result,",16,14
bent,16,14
insect,16,14
ladi,16,14
"weeks,",16,14
win,16,14
prize,16,14
correct,16,14
award,16,14
“what,16,14
<a,16,14
"towns,",16,14
throw,16,14
flew,16,14
gentl,16,14
"birds,",16,14
overlook,16,13
table.,16,13
anything.,16,13
"did,",16,13
past.,16,13
capabl,16,13
brick,16,13
devot,16,13
"2016,",16,13
map,16,13
say.,16,13
breez,16,13
southwest,16,13
"person,",16,13
"stories,",16,12
devast,16,12
shock,16,12
fan,16,12
tower,16,12
perman,16,12
echo,16,12
recommend,16,12
chapter,16,12
"door,",16,12
stories.,16,12
says:,16,12
inher,16,12
descript,16,12
alter,16,12
lean,16,12
horn,16,12
bridg,16,12
ear,16,12
teenag,16,11
"2019,",16,11
modifi,16,11
twist,16,11
entiti,16,11
duck,16,11
sioux,16,11
defend,16,11
investig,16,11
len,16,11
minim,16,11
insist,16,11
"earth,",16,11
"parents,",16,11
birth,16,11
let’,16,11
chest,16,11
capac,16,11
space.,16,10
shook,16,10
labor.,16,10
ann,16,10
minneapoli,16,10
"roots,",16,10
principl,16,10
barn.,16,10
sale,16,10
rocki,16,10
poetri,16,9
clover,16,9
sow,16,9
that?,16,9
program.,16,9
crisi,16,9
kansas.,16,8
friday,16,8
passeng,16,7
drake,16,7
protest,16,7
violat,16,7
rental,16,7
amish,16,7
sponsor,16,6
site.,16,6
leas,16,6
enforc,16,6
"milk,",16,6
[to,16,6
neal,16,6
pierc,16,6
they'r,16,5
tribal,16,5
monsanto,16,4
punish,16,4
"trail,",16,4
lac,16,3
ethanol,16,3
trail.,16,3
mac,16,3
troup,16,3
hmong,16,2
ralph,16,2
doug,16,2
**schs:**,16,1
**pcms:**,16,1
tortois,16,1
;,16,1
live.,15,15
80,15,15
octob,15,15
scare,15,15
"good,",15,15
brief,15,14
anymore.,15,14
length,15,14
itself.,15,14
"week,",15,14
reward,15,14
season.,15,14
hide,15,14
core,15,14
fold,15,14
"go,",15,14
world’,15,14
slide,15,13
hidden,15,13
snap,15,13
buildings.,15,13
odd,15,13
society.,15,13
medium,15,13
heavili,15,13
"west,",15,13
subsequ,15,13
foreign,15,13
struck,15,13
face.,15,13
admit,15,13
population.,15,13
northwest,15,13
wash,15,13
adventur,15,13
oppos,15,12
overwhelm,15,12
armi,15,12
legaci,15,12
flash,15,12
enrol,15,12
"ultimately,",15,12
500,15,12
competit,15,12
endless,15,12
declar,15,12
web,15,12
failur,15,12
asked.,15,12
fri,15,12
door.,15,12
widespread,15,12
"bed,",15,12
everyday,15,12
horizon,15,12
screen,15,12
christma,15,12
via,15,11
harder,15,11
era,15,11
union,15,11
mississippi,15,11
conclud,15,11
grass.,15,11
cycl,15,11
"sky,",15,11
relev,15,11
margin,15,11
brain,15,11
exposur,15,11
mind.,15,11
"practices,",15,11
prioriti,15,11
drought,15,11
“how,15,11
convert,15,11
dump,15,11
"really,",15,11
end.,15,11
desk,15,11
*rootstalk*,15,11
howev,15,11
compon,15,11
family’,15,11
whistl,15,10
supplement,15,10
"2020,",15,10
delight,15,10
instruct,15,10
wed,15,10
pride,15,10
“this,15,10
"band,",15,10
float,15,10
“that,15,10
analysi,15,10
inclus,15,10
lock,15,10
"writing,",15,10
"fish,",15,9
"knowledge,",15,9
lightn,15,9
picnic,15,9
"mexico,",15,9
inherit,15,9
butter,15,9
birds.,15,9
safeti,15,9
hybrid,15,9
biodivers,15,8
"""it",15,8
johnson,15,8
pole,15,8
icon,15,8
recip,15,8
mother’,15,8
mouth,15,8
frog,15,8
roots.,15,8
woods.,15,8
clip,15,8
guard,15,8
j.,15,7
tension,15,7
farmer.,15,7
mexican,15,7
planet,15,7
adam,15,7
raccoon,15,6
recoveri,15,5
appoint,15,5
superior,15,4
rosa,15,3
**rootstalk:**,15,2
thermal,15,2
brown’,15,2
mcintosh,15,2
anytown,15,1
rabalai,15,1
with.,14,14
newli,14,14
mysteri,14,14
advic,14,14
embodi,14,14
curl,14,14
issue-header-singl,14,14
<div,14,14
"center;"">",14,14
above.,14,14
</div>,14,14
long.,14,14
strength,14,14
group.,14,13
eyes.,14,13
quarter,14,13
flight,14,13
elect,14,13
philosophi,14,13
5,14,13
"green,",14,13
"rather,",14,13
array,14,13
pose,14,13
chosen,14,13
forag,14,13
"lot,",14,13
"why,",14,13
reliabl,14,12
swim,14,12
plus,14,12
narrow,14,12
themselves.,14,12
"kid,",14,12
"another,",14,12
(or,14,12
yell,14,12
wherev,14,12
"furthermore,",14,12
"lake,",14,12
"grasses,",14,12
compet,14,12
problems.,14,12
air.,14,12
count,14,12
lift,14,12
"large,",14,12
stack,14,12
geograph,14,12
"unfortunately,",14,12
"wife,",14,12
entertain,14,12
we’ll,14,12
pursuit,14,12
grate,14,12
own.,14,12
absenc,14,12
"space,",14,12
sea,14,12
industry.,14,11
accumul,14,11
curious,14,11
belief,14,11
"recently,",14,11
divis,14,11
drill,14,11
bond,14,11
boom,14,11
trap,14,11
ring,14,11
property.,14,11
much.,14,11
golden,14,11
recov,14,11
inevit,14,11
enhanc,14,11
curv,14,11
twice,14,11
“in,14,11
gate,14,11
today’,14,11
35,14,11
same.,14,11
[iowa,14,11
delic,14,11
shut,14,11
brush,14,11
michigan,14,10
"program,",14,10
"schools,",14,10
suffici,14,10
restrict,14,10
review,14,10
"california,",14,10
grinnell’,14,10
pesticid,14,10
colleagu,14,10
smooth,14,10
nois,14,10
session,14,10
assembl,14,10
test,14,10
strive,14,10
insur,14,9
faculti,14,9
yes.,14,9
300,14,9
mail,14,9
remot,14,9
dad’,14,9
afraid,14,9
“i’m,14,9
nervous,14,9
ate,14,9
fat,14,9
hard.,14,8
cheap,14,8
berri,14,8
rainbow,14,8
hen,14,8
"windows,",14,8
beautiful.,14,8
timber,14,8
watersh,14,8
"thus,",14,8
name.,14,8
knife,14,8
sheep,14,8
kids.,14,7
consolid,14,7
aesthet,14,7
boot,14,7
cancer,14,7
lawsuit,14,7
reject,14,7
envis,14,7
"bluestem,",14,7
mill,14,7
carolina,14,6
susan,14,6
day-to-day,14,6
she’d,14,6
guitarist,14,5
great-grandfath,14,5
"architecture,",14,5
goat,14,5
lloyd,14,5
walter,14,5
dian,14,4
copper,14,4
owl,14,4
gal,14,4
murder,14,4
cornel,14,4
glacial,14,3
insul,14,3
driftless,14,3
toni,14,3
wilder,14,2
**ja:**,14,1
seth,14,1
service.,13,13
later.,13,13
"were,",13,13
come.,13,13
quantiti,13,13
(for,13,13
"around,",13,13
like.,13,13
download,13,13
"of,",13,13
first.,13,13
televis,13,12
solid,13,12
"hour,",13,12
mixtur,13,12
people’,13,12
novemb,13,12
everywher,13,12
sixteen,13,12
wider,13,12
"inside,",13,12
embrac,13,12
ancestor,13,12
crucial,13,12
complic,13,12
dug,13,12
fanci,13,12
fine.,13,12
have.,13,12
peak,13,12
"places,",13,12
"families,",13,12
mother.,13,11
satisfi,13,11
descend,13,11
desper,13,11
span,13,11
crash,13,11
steep,13,11
week.,13,11
use.,13,11
"farmer,",13,11
valuabl,13,11
format,13,11
jar,13,11
silenc,13,11
wet,13,11
weav,13,11
sand,13,11
car.,13,11
"neighbors,",13,11
tail,13,11
forti,13,11
charl,13,10
tap,13,10
cluster,13,10
lot.,13,10
drain,13,10
"groups,",13,10
had.,13,10
class.,13,10
"store,",13,10
hands.,13,10
ventur,13,10
dynam,13,10
"will,",13,10
"plant,",13,10
"hair,",13,10
success.,13,10
"window,",13,10
shell,13,10
belov,13,10
excess,13,10
"brown,",13,10
exclus,13,10
drag,13,10
problem.,13,10
one’,13,10
stabil,13,10
bloom,13,10
"hope,",13,9
"something,",13,9
"ii,",13,9
island,13,9
"movement,",13,9
input,13,9
"wildlife,",13,9
"wind,",13,9
commod,13,9
clay,13,9
beer,13,9
faith,13,9
"read,",13,9
"beauty,",13,9
"car,",13,9
rhythm,13,9
basement,13,9
"u.s.,",13,9
line.,13,9
health.,13,9
window.,13,9
duti,13,9
spray,13,8
something.,13,8
minor,13,8
sacr,13,8
contract,13,8
1),13,8
disappoint,13,8
galleri,13,8
sketch,13,8
threw,13,8
b.,13,8
parents’,13,8
dish,13,8
diet,13,8
nose,13,8
festiv,13,8
"press,",13,8
"death,",13,8
mrs.,13,8
belt,13,8
heart.,13,8
credit,13,8
"wheat,",13,8
boil,13,7
"energy,",13,7
lifestyl,13,7
pickup,13,7
"rock,",13,6
scream,13,6
fence.,13,6
piano,13,6
"hunt,",13,5
racial,13,5
de,13,5
honey,13,5
grief,13,4
disciplin,13,4
reunion,13,4
davenport,13,3
morel,13,3
low-incom,13,3
disk,13,3
deb,13,2
•,13,2
phil,13,2
maricela,13,1
inspector,13,1
omniciy,13,1
**ct:**,13,1
ecovillag,13,1
cadmus,13,1
*mural*,13,1
**evans:**,13,1
mechan,12,12
question:,12,12
warn,12,12
bottl,12,12
joke,12,12
lawn,12,12
mess,12,12
"much,",12,12
alarm,12,12
borrow,12,12
grace,12,12
tuck,12,12
"often,",12,12
"bit,",12,12
“don’t,12,12
steadi,12,11
"hours,",12,11
southeast,12,11
acreag,12,11
sun.,12,11
reson,12,11
plastic,12,11
"or,",12,11
"once,",12,11
2015,12,11
"class,",12,11
"cases,",12,11
"south,",12,11
help.,12,11
"contrast,",12,11
"second,",12,11
outlin,12,11
submit,12,11
consult,12,11
highest,12,11
elimin,12,11
"fire,",12,11
percentag,12,11
introduct,12,11
volum,12,11
youth,12,11
"possible,",12,11
11,12,11
confid,12,11
"kitchen,",12,11
won,12,11
ball,12,11
forgotten,12,11
"ways,",12,11
attack,12,11
"events,",12,11
state’,12,11
thrown,12,11
render,12,11
recreat,12,11
"piece,",12,11
enough.,12,10
rush,12,10
"lives,",12,10
mass,12,10
moment.,12,10
grow.,12,10
"therefore,",12,10
charm,12,10
fallen,12,10
percept,12,10
"sun,",12,10
speed,12,10
"period,",12,10
forward.,12,10
"meat,",12,10
washington,12,10
appeal,12,10
historian,12,10
honest,12,10
market.,12,10
pale,12,10
deserv,12,10
roam,12,10
attitud,12,10
"shop,",12,10
possible.,12,10
preval,12,10
(in,12,10
8,12,10
implic,12,10
signal,12,10
winter.,12,10
hung,12,10
spring.,12,10
gradual,12,10
amid,12,10
sheet,12,10
pleasur,12,10
hometown,12,10
"because,",12,10
resembl,12,9
here?,12,9
"prairies,",12,9
"""i",12,9
hope.,12,9
smart,12,9
unknown,12,9
coast,12,9
resources.,12,9
entranc,12,9
"park,",12,9
"past,",12,9
"design,",12,9
150,12,9
shoe,12,9
advertis,12,9
moistur,12,9
head.,12,9
permit,12,9
"men,",12,9
"some,",12,9
nature’,12,9
alive.,12,9
partial,12,9
speech,12,9
moon,12,9
prairies.,12,9
"cattle,",12,9
"development,",12,9
blew,12,9
office.,12,8
pure,12,8
bomb,12,8
devic,12,8
members.,12,8
efforts.,12,8
covid-19,12,8
immens,12,8
oat,12,8
"oregon,",12,8
candi,12,8
cowboy,12,8
lunch,12,8
arrest,12,8
sandi,12,8
obtain,12,8
oh,12,8
herb,12,8
memor,12,8
bob,12,8
priorit,12,8
california.,12,8
loui,12,8
cottonwood,12,8
solar,12,8
liquid,12,8
"own,",12,8
embed,12,8
wherea,12,8
schools.,12,8
pig,12,7
you'r,12,7
"ohio,",12,7
suspect,12,7
anchor,12,7
short-term,12,7
jackson,12,7
code,12,7
"album,",12,7
reconstruct,12,7
"insects,",12,7
sunflow,12,7
dutch,12,7
contributor,12,7
herald,12,7
who’,12,7
revenu,12,6
non-nat,12,6
machineri,12,6
art.,12,6
city’,12,6
"carolina,",12,6
cabin,12,6
rail,12,6
tale,12,6
magazin,12,6
cathol,12,6
uncl,12,6
infect,12,6
sarah,12,6
steer,12,6
vet,12,5
calf,12,5
reinforc,12,5
2019,12,5
fish.,12,5
esl,12,4
softwar,12,4
"bee,",12,4
“get,12,4
funer,12,4
herbicid,12,3
thistl,12,3
‘em,12,3
(fig.,12,2
bison.,12,2
missus,12,2
muslim,12,2
myrtl,12,2
thoreau’,12,2
tm,12,1
oram,12,1
inn,12,1
perkin,12,1
havensvill,12,1
**brandt**:,12,1
martha,12,1
barbara,12,1
intersect,11,11
glimps,11,11
"weather,",11,11
instant,11,11
"information,",11,11
brilliant,11,11
silent,11,11
paus,11,11
broader,11,11
storag,11,11
launch,11,11
habit,11,11
better.,11,11
nestl,11,11
"loss,",11,11
semest,11,11
blaze,11,11
extent,11,11
wors,11,11
pin,11,11
random,11,11
wind.,11,11
collaps,11,10
"sense,",11,10
"rivers,",11,10
"more,",11,10
"ground,",11,10
no.,11,10
latter,11,10
mud,11,10
"property,",11,10
issue.,11,10
frustrat,11,10
"boy,",11,10
resili,11,10
funni,11,10
farmland.,11,10
"currently,",11,10
"sometimes,",11,10
"clear,",11,10
"2017,",11,10
"mine,",11,10
precious,11,10
coordin,11,10
pipe,11,10
wisdom,11,10
"crops,",11,10
toss,11,10
feather,11,10
"level,",11,10
families.,11,10
vacat,11,10
weekend,11,10
cities.,11,10
marvel,11,10
bend,11,10
brand,11,10
wisconsin.,11,10
“just,11,10
venu,11,10
"science,",11,10
direction.,11,10
unabl,11,10
lifelong,11,10
proceed,11,10
decor,11,10
distinguish,11,10
bolt,11,10
pitch,11,10
hardwood,11,9
"floor,",11,9
fals,11,9
occup,11,9
"2018,",11,9
panel,11,9
meaning,11,9
