Content Path,Filename,develop Link,main Link,Production Link,title,last_modified_at,to-do List,articleIndex,description,azure_dir,Obsolete Front Matter,contributors,contributor.role,contributor.name,contributor.headshot,contributor.caption,contributor.bio,categories,header_image,header_image.filename,header_image.alt_text,tags,byline,byline2,subtitle,no_leaf_bug,index,date,draft
past-issues/volume-iii-issue-2,running,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/running ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/running ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/running ,Cure,2023-09-19 15:10:23,,20,,rootstalk-2017-spring,[],1,author,Lee Emma Running,Lee__012.jpg,Photo by Barry Phipps,"*Lee Emma Running* is an Associate Professor at Grinnell College. She received her MFA from the University of Iowa in 2005, and h...",Mixed Media,True,running-header.jpg,,media,,,,,running,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,hanson,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/hanson ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/hanson ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/hanson ,Obedience and Resistance,2023-09-19 15:10:22,,40,,rootstalk-2017-spring,[],1,author,John Lawrence Hanson,DSC_0102mcr.jpg,,"[John Lawrence Hanson,](http://sites.linnmar.k12.ia.us/johnhanson/)  a Wisconsin native, teaches at Linn-Mar High School in Mario...",Essay,True,hanson-header.jpg,,,,,,,hanson,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,neems,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/neems ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/neems ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/neems ,"Chore Boots, Checkbooks and Chalkboards",2023-09-19 15:10:22,,60,,rootstalk-2017-spring,[],1,author,Sophie Neems,Sophie_LinkedIn_Photo.1.jpg,Photo courtesy of Sophie Neems,Sophie Neems graduated from Grinnell College in 2016 with a double major in Anthropology and Spanish. Among many activities at Gr...,Essay,True,neems-header.jpg,,,,,Women Alternative Farmers and the Fourth Paradigm of Agriculture,,neems,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,shukla,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/shukla ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/shukla ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/shukla ,Drawings,2023-09-19 15:10:23,,15,,rootstalk-2017-spring,[],1,author,Tara Shukla,headshot2.jpg,Photo by Anjali Jones,"Born and raised in Toronto, Canada, Tara Shukla has a BFA from Queen’s University (Kingston, Ontario), an MFA from Concordia Univ...",2D Art,True,shukla-header.jpg,,,,,,,shukla,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,publisher,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/publisher ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/publisher ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/publisher ,Publisher’s Note,2023-09-19 15:10:23,,1,,rootstalk-2017-spring,[],1,publisher,Jon Andelson,Jon_Headshot.jpg,Photo courtesy of Jon Andelson,"Director, The Center for Prairie Studies, Grinnell College",Publisher's Note,True,publisher-header.jpg,Publisher Jon Andelson at a peach orchard.,,,,,,publisher,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,editor,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/editor ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/editor ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/editor ,Editor's Note,2023-09-19 15:10:22,,2,,rootstalk-2017-spring,[],1,Editor-in-Chief,Mark Baechtel,MHB_headshot.jpg,,**Mark Baechtel** has nearly 30 years of publishing experience behind him. He received his B.A. with honors in print journalism f...,Editor's Note,True,editor-header.jpg,,,,,,,editor,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,bergman,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/bergman ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/bergman ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/bergman ,What is the Prairie?,2023-09-19 15:10:22,,7,,rootstalk-2017-spring,[],1,author,Cecilia Bergman,IMG_4933.jpg,Photo by Sonia Chulaki,Cecilia is a second-year Spanish major with a Global Development Studies concentration at Grinnell College. Her experience with l...,Infographic,True,bergman-header.jpg,,,,,,,bergman,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,fellows,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/fellows ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/fellows ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/fellows ,"Nostalgia, the Nineteenth Century, and the House Next Door",2023-09-19 15:10:22,,49,,rootstalk-2017-spring,[],1,author,Will Fellows,FellowsWill-May2017-color.jpg,Photo by Richard Dorbin,"*Will Fellows* is the author of [Farm Boys: Lives of Gay Men from the Rural Midwest, A Passion to Preserve: Gay Men as Keepers of...",Essay,True,fellows-header.jpg,,,,,,,fellows,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,stowe,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/stowe ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/stowe ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/stowe ,Roots Talk! Episode 1,2023-09-19 15:10:23,,48,,rootstalk-2017-spring,[],2,interviewee,Bill Stowe,,,,Podcast,True,stowe-header.jpg,,interview,,,"A Podcast Interview with Bill Stowe, CEO of the Des Moines Water Works",,stowe,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,cain,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/cain ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/cain ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/cain ,A Shared Heritage: Preserving Genetic Diversity and Cultural Traditions through Seed Saving,2023-09-19 15:10:22,,30,,rootstalk-2017-spring,[],1,author,Toby Cain,LJU_74222.jpg,Photo courtesy of Toby Cain,"A native of Southern Illinois, *Toby Cain* graduated from Grinnell College in 2012 with a degree in Anthropology. After pursuing ...",Essay,True,cain-header.jpg,,,,,,,cain,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,rosburg,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/rosburg ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/rosburg ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/rosburg ,The Making of the Midwestern Prairie,2023-09-19 15:29:06,,77,,rootstalk-2017-spring,[],1,author,Thomas Rosburg,image_thomas_rosburg.jpg,Photo courtesy of Thomas Rosburg,Thomas Rosburg grew up on a farm in western Iowa and was self-employed in sustainable agriculture from 1981 to 1986. He earned a ...,Unassigned,True,rosburg-header.jpg,,essay,,,Plant Migration and Climate Change,,rosburg,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,aschittino,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/aschittino ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/aschittino ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/aschittino ,My Growth at Mustard Seed Community Farm,2023-09-19 15:10:22,,24,,rootstalk-2017-spring,[],1,author,Tristan Aschittino,Edited_Tristan.jpg,All photos courtesy of Tristan Aschittino,"Tristan Aschittino is a third year Biology and Philosophy major at Grinnell College from St. Paul MN. He enjoys being outdoors, h...",Essay,True,aschittino-header.jpg,,,,,,,aschittino,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,brosseau,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/brosseau ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/brosseau ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/brosseau ,Ekphrasis* on the Prairie,2023-09-19 15:29:06,,89,,rootstalk-2017-spring,[],2,author,Benjamin Brosseau,benjamin-brosseau-headshot.jpg,Photo courtesy of Benjamin Brosseau,"*Benjamin Brosseau*, raised in Seattle, Washington, graduated from Grinnell College in 2017 with a Bachelor’s degree in English. ...",Unassigned,True,brosseau-header.jpg,,"poem,art,ekphrasis",Benjamin and Therese Brosseau,,,,brosseau,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,birds-of-the-prairie,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/birds-of-the-prairie ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/birds-of-the-prairie ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/birds-of-the-prairie ,Birds of the Prairie,2023-09-19 15:10:22,,93,,rootstalk-2017-spring,[],,,,,,,Multimedia Essay,True,birds-of-the-prairie-header.jpg,,"photography,mixed media",,,,,birds-of-the-prairie,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,gaunt,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/gaunt ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/gaunt ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/gaunt ,Bracing Her Feet: Chris Gaunt and A Life of Activism,2023-09-19 15:10:22,,44,,rootstalk-2017-spring,[],2,author,Chris Gaunt,Screen_Shot_2017-05-15_at_2.14.25_PM.png,Photo courtesy of Chris Gaun,"Chris Gaunt is a deeply rooted Iowa farmer. She has worked part-time, nights and weekends, at Grinnell College Libraries for the ...",Interview,True,gaunt-header.jpg,,,,,,,gaunt,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,abdulkarim,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/abdulkarim ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/abdulkarim ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/abdulkarim ,A Syrian-American’s Experience in the Midwest,2023-09-19 15:10:22,,36,Interview conducted by Miriam Tibbetts,rootstalk-2017-spring,[],2,interviewee,Boraan Abdulkarim,Abdulkarim_headshot.jpg,Photo courtesy of Boraan Abdulkarim,"Boraan Abdulkarim is an anticipated Biology major at St. Olaf College ‘20. Born in Chicago and raised throughout the Midwest, she...",Interview,True,abdulkarim-header.jpg,,interview,,,An Interview with Boraan Abdulkarim.,,abdulkarim,27/01/2022 15:12:56,False
past-issues/volume-iii-issue-2,_index,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/ ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/ ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/ ,"Volume III, Issue 2",2023-05-11 16:23:46,,0,Spring 2017,rootstalk-2017-spring,"['issueIndex', 'pid', 'issue']",,,,,,,,,,,,,,,,,,
past-issues/volume-iii-issue-2,moffett,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/moffett ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-iii-issue-2/moffett ,https://rootstalk.grinnell.edu/past-issues/volume-iii-issue-2/moffett ,Dead Gun,2023-09-19 15:10:22,,9,,rootstalk-2017-spring,[],1,author,Sandy Moffett,Sandy_1.jpg,Photo courtesy of Sandy Moffett,"Sandy Moffett, Emeritus Professor of Theatre at Grinnell College, joined the Theatre Faculty in 1971 and continues to teach and d...",Short Story,True,moffett-header.jpg,,,,,,,moffett,27/01/2022 15:12:56,False
past-issues/volume-vi-issue-1,snouffer,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/snouffer ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/snouffer ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/snouffer ,Prairie Science Meets Prairie Art,2023-09-19 15:10:33,,84,,rootstalk-2020-spring,[],1,author,Linda Snouffer,grinnell_28570_OBJ.jpg,,Artist ***[Linda Snouffer](https://www.lindasnouffer.com/)*** is  based  in  the  [Twin Cities](https://en.wikipedia.org/wiki/Min...,Artist Closeup,True,grinnell_28761_OBJ.jpg,,,,,the Botanical Prints of Linda Snouffer,,,,False
past-issues/volume-vi-issue-1,buck,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/buck ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/buck ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/buck ,One of the Stories,2023-09-19 15:10:33,,109,,rootstalk-2020-spring,[],1,author,Pasha Buck,grinnell_28580_OBJ.jpg,,***Pasha Buck*** began her career teaching at the [University of Kansas](https://ku.edu/) in her last two years in her native sta...,Short Story,True,grinnell_28754_OBJ.jpg,,,,,,,,,False
past-issues/volume-vi-issue-1,adair,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/adair ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/adair ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/adair ,Prairie Potholes and Their Importance to Waterfowl,2023-09-19 15:10:32,,99,,rootstalk-2020-spring,[],1,author,Steve Adair,grinnell_28597_OBJ.jpg,,"***Stephen E. Adair*** Ph.D. is the National Director for Conservation Strategy for [Ducks Unlimited, Inc.](https://www.ducks.org...",Essay,True,grinnell_28772_OBJ.jpg,,,,,,,,,False
past-issues/volume-vi-issue-1,brown,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/brown ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/brown ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/brown ,"My Integrated Life, Part III",2023-09-19 15:10:33,,13,,rootstalk-2020-spring,[],1,author,Dartanyan Brown,grinnell_28542_OBJ.jpg,,"***[Dartanyan Brown](https://www.dartanyan.com/About_Me.html)*** is an Iowa musician, journalist and educator with a 40-year care...",Memoir,True,grinnell_28752_OBJ.jpg,,culture,,,,,,,False
past-issues/volume-vi-issue-1,moffet,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/moffet ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/moffet ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/moffet ,The Indoor Prairie,2023-09-19 15:10:33,,28,,rootstalk-2020-spring,[],1,author,Sandy Moffett,grinnell_28588_OBJ.jpg,,"***Sandy Moffett***, Emeritus Professor of Theatre at Grinnell College, joined the faculty in 1971 and continues to teach and dir...",Photo Essay,True,moffet-header-image.png,,,,,,,,,False
past-issues/volume-vi-issue-1,potter,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/potter ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/potter ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/potter ,Charlie Potter Talks about *Wings Over Water*,2023-09-19 15:10:33,,100,,rootstalk-2020-spring,[],1,author,Charlie Potter,grinnell_28533_OBJ.jpg,,"For over 30 years, ***Charlie Potter*** has been engaged in the conservation/agricultural/natural resource/outdoor industry natio...",Interview,True,grinnell_28765_OBJ.jpg,,,,,Interview by Associate Editor Sumin Goh,,,,False
past-issues/volume-vi-issue-1,baechtel,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/baechtel ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/baechtel ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/baechtel ,Editor's Note: Racism in the Heartland,2023-09-19 15:10:32,,2,,rootstalk-2020-spring,[],1,editor,Mark Baechtel,grinnell_28576_OBJ.jpg,,***Mark Baechtel*** received his B.A. in print journalism from [The American University](https://www.american.edu/) in Washington...,Editor's Note,True,grinnell_28756_OBJ.jpg,,,,,,,,,False
past-issues/volume-vi-issue-1,drobney,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/drobney ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/drobney ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/drobney ,Cindy Crosby and Thomas Dean's _Tallgrass Conversations_,2023-09-19 15:10:33,,115,,rootstalk-2020-spring,[],1,author,Pauline Drobney,grinnell_28581_OBJ.jpg,,***Pauline Drobney*** has spent her career working as a wildlife biologist to solve some of the knotty problems of land managemen...,Review,True,grinnell_28747_OBJ.jpg,,book review,,,In Search of the Prairie Spirit,,,,False
past-issues/volume-vi-issue-1,brew,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/brew ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/brew ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/brew ,A Glimpse into 'Little Mogadishu',2023-09-19 15:10:33,,62,,rootstalk-2020-spring,[],1,author,Rexann Brew,grinnell_28584_OBJ.jpg,,***Rexann Brew*** lives in the western suburbs of Minneapolis with her husband Greg and their daughter Anna. Rexann appreciates a...,Photo Essay,True,grinnell_28750_OBJ.jpg,,,,,,,,,False
past-issues/volume-vi-issue-1,andelson,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/andelson ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/andelson ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/andelson ,Publisher's Note: The Pandemic on the Prairie,2023-09-19 15:10:32,,1,,rootstalk-2020-spring,[],1,publisher,Jon Andelson,grinnell_28566_OBJ.jpg,,,Publisher's Note,True,grinnell_28753_OBJ.jpg,,culture,,,,,,,False
past-issues/volume-vi-issue-1,segner,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/segner ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/segner ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/segner ,Painting: Carrion at Rock Creek Lake,2023-09-19 15:10:33,,80,,rootstalk-2020-spring,[],1,author,Anna Segner,grinnell_28519_OBJ.jpg,,"A Minnesota native, ***[Anna Segner](http://www.annasegner.com/)*** , is a studio artist focused in painting, mixed media and ass...",Painting,True,grinnell_28759_OBJ.jpg,,,,,,,,,False
past-issues/volume-vi-issue-1,goldberg,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/goldberg ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/goldberg ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/goldberg ,*Silo*: Producing A Film in the Heartland,2023-09-19 15:10:33,,49,,rootstalk-2020-spring,[],1,author,Samuel Goldberg,grinnell_28586_OBJ.jpg,,"*_[Samuel Goldberg](https://www.imdb.com/name/nm0325303/)_* is  a  film,  television,  theatre and live events producer from New ...",Essay,True,grinnell_28760_OBJ.jpg,,,,,,,,,False
past-issues/volume-vi-issue-1,kim,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/kim ,https://yellow-wave-0e513e510.3.azurestaticapps.net/past-issues/volume-vi-issue-1/kim ,https://rootstalk.grinnell.edu/past-issues/volume-vi-issue-1/kim ,Health on the Prairie,2023-09-19 15:10:33,,54,,rootstalk-2020-spring,[],1,author,Hye Sun Kim,grinnell_28556_OBJ.jpg,,***Hye Sun Kim*** is a third-year student at Grinnell College majoring in biology and concentrating in neuroscience. She grew up ...,Infographic,True,grinnell_28766_OBJ.jpg,,science,,,,,,,False
